date,region,class,special,runoff,offyear,disabled,candidate,party,voteshare
12/19/2020,Connecticut,1,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Connecticut,1,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Connecticut,1,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Connecticut,1,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Connecticut,1,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Connecticut,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
12/19/2020,Connecticut,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0
12/19/2020,Connecticut,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Connecticut,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Connecticut,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Delaware,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Delaware,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Delaware,1,FALSE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Delaware,1,FALSE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Delaware,1,FALSE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Delaware,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Delaware,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Delaware,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Delaware,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Delaware,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Florida,1,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Florida,1,TRUE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Florida,1,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Florida,1,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Florida,1,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Florida,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0
12/19/2020,Florida,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
12/19/2020,Florida,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Florida,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Florida,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Georgia,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Georgia,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Georgia,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Georgia,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Georgia,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Georgia,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0
12/19/2020,Georgia,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0
12/19/2020,Georgia,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Georgia,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Georgia,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Hawaii,1,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Hawaii,1,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Hawaii,1,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Hawaii,1,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Hawaii,1,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Hawaii,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
12/19/2020,Hawaii,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0
12/19/2020,Hawaii,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Hawaii,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Hawaii,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Idaho,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Idaho,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Idaho,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Idaho,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Idaho,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Idaho,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0
12/19/2020,Idaho,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
12/19/2020,Idaho,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Idaho,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Idaho,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Illinois,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Illinois,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Illinois,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Illinois,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Illinois,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Illinois,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
12/19/2020,Illinois,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0
12/19/2020,Illinois,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Illinois,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Illinois,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Indiana,1,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Indiana,1,TRUE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Indiana,1,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Indiana,1,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Indiana,1,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Indiana,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0
12/19/2020,Indiana,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
12/19/2020,Indiana,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Indiana,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Indiana,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Iowa,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Iowa,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Iowa,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Iowa,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Iowa,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Iowa,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0
12/19/2020,Iowa,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
12/19/2020,Iowa,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Iowa,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Iowa,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Kansas,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Kansas,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Kansas,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Kansas,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Kansas,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Kansas,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0
12/19/2020,Kansas,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
12/19/2020,Kansas,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Kansas,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Kansas,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Kentucky,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Kentucky,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Kentucky,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Kentucky,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Kentucky,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Kentucky,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0
12/19/2020,Kentucky,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
12/19/2020,Kentucky,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Kentucky,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Kentucky,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Louisiana,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Louisiana,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Louisiana,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Louisiana,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Louisiana,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Louisiana,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0
12/19/2020,Louisiana,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
12/19/2020,Louisiana,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Louisiana,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Louisiana,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Maine,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Maine,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Maine,1,FALSE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Maine,1,FALSE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Maine,1,FALSE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Maine,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Maine,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Maine,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Maine,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Maine,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Maryland,1,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Maryland,1,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Maryland,1,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Maryland,1,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Maryland,1,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Maryland,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
12/19/2020,Maryland,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0
12/19/2020,Maryland,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Maryland,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Maryland,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Massachusetts,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Massachusetts,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Massachusetts,1,FALSE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Massachusetts,1,FALSE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Massachusetts,1,FALSE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Massachusetts,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Massachusetts,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Massachusetts,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Massachusetts,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Massachusetts,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Michigan,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Michigan,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Michigan,1,FALSE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Michigan,1,FALSE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Michigan,1,FALSE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Michigan,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Michigan,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Michigan,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Michigan,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Michigan,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Minnesota,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Minnesota,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Minnesota,1,FALSE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Minnesota,1,FALSE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Minnesota,1,FALSE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Minnesota,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Minnesota,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Minnesota,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Minnesota,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Minnesota,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Mississippi,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Mississippi,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Mississippi,1,FALSE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Mississippi,1,FALSE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Mississippi,1,FALSE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Mississippi,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Mississippi,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Mississippi,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Mississippi,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Mississippi,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Missouri,1,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Missouri,1,TRUE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Missouri,1,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Missouri,1,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Missouri,1,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Missouri,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0
12/19/2020,Missouri,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
12/19/2020,Missouri,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Missouri,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Missouri,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,Montana,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Montana,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Montana,1,FALSE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Montana,1,FALSE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Montana,1,FALSE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Montana,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Montana,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Montana,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Montana,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Montana,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Nebraska,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Nebraska,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Nebraska,1,FALSE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Nebraska,1,FALSE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Nebraska,1,FALSE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Nebraska,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,0
12/19/2020,Nebraska,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,1.01
12/19/2020,Nebraska,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Nebraska,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Nebraska,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Nevada,1,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,Nevada,1,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,Nevada,1,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,Nevada,1,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,Nevada,1,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,Nevada,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
12/19/2020,Nevada,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0
12/19/2020,Nevada,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,Nevada,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,Nevada,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,New Hampshire,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,New Hampshire,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,New Hampshire,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,New Hampshire,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,New Hampshire,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,New Hampshire,3,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
12/19/2020,New Hampshire,3,FALSE,FALSE,FALSE,FALSE,Republican,REP,0
12/19/2020,New Hampshire,3,FALSE,FALSE,FALSE,FALSE,Libertarian,LIB,0
12/19/2020,New Hampshire,3,FALSE,FALSE,FALSE,FALSE,Green,GRN,0
12/19/2020,New Hampshire,3,FALSE,FALSE,FALSE,FALSE,Independent,INDGEN,0
12/19/2020,New Jersey,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,New Jersey,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,New Jersey,1,FALSE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,New Jersey,1,FALSE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,New Jersey,1,FALSE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,New Jersey,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,New Jersey,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,New Jersey,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,New Jersey,2,TRUE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,New Jersey,2,TRUE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,New Mexico,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,New Mexico,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,New Mexico,1,FALSE,FALSE,FALSE,TRUE,Libertarian,LIB,0
12/19/2020,New Mexico,1,FALSE,FALSE,FALSE,TRUE,Green,GRN,0
12/19/2020,New Mexico,1,FALSE,FALSE,FALSE,TRUE,Independent,INDGEN,0
12/19/2020,New Mexico,2,TRUE,FALSE,FALSE,TRUE,Democratic,DEM,1.01
12/19/2020,New Mexico,2,TRUE,FALSE,FALSE,TRUE,Republican,REP,0
12/19/2020,New Mexico,2,TRUE,FALSE,FALSE,TRUE,Libertarian,LIB,0
